customer_id,total_revenue,total_profit,total_orders,total_quantity,first_order,last_order,lifetime_days,lifetime_months,avg_order_value,purchase_frequency,profit_margin,estimated_clv
CUST00557,31612.57,10600.46,2,6,2024-10-24,2024-12-27,64,2.1,15806.28,0.95,33.53,5047.84
CUST00611,26583.97,4973.73,1,4,2024-08-18,2024-08-18,0,0.0,26583.97,1.0,18.71,4973.73
CUST00741,72255.84,19198.62,3,9,2024-08-16,2024-12-12,118,3.88,24085.28,0.77,26.57,4948.1
CUST00850,47359.79,14791.52,4,12,2024-06-01,2024-08-31,91,2.99,11839.95,1.34,31.23,4947.0
CUST01284,12354.45,2618.8,2,9,2025-01-04,2025-01-20,16,0.53,6177.22,3.77,21.2,4941.13
CUST00686,25945.24,4914.81,2,6,2025-03-10,2025-03-10,0,0.0,12972.62,2.0,18.94,4914.81
CUST00129,47191.34,19344.38,3,9,2024-02-08,2024-06-07,120,3.94,15730.45,0.76,40.99,4909.74
CUST00910,13440.55,4908.21,1,4,2024-01-09,2024-01-09,0,0.0,13440.55,1.0,36.52,4908.21
CUST01429,125870.96,41382.4,8,17,2024-08-11,2025-04-25,257,8.44,15733.87,0.95,32.88,4903.13
CUST01493,80848.05,34611.76,2,7,2024-05-19,2024-12-20,215,7.06,40424.02,0.28,42.81,4902.52
CUST00326,12945.49,4889.75,1,5,2024-01-21,2024-01-21,0,0.0,12945.49,1.0,37.77,4889.75
CUST00761,13184.79,4877.49,1,3,2025-02-20,2025-02-20,0,0.0,13184.79,1.0,36.99,4877.49
CUST00836,23231.62,4850.39,1,5,2024-02-12,2024-02-12,0,0.0,23231.62,1.0,20.88,4850.39
CUST01378,20142.43,4840.87,1,5,2024-05-01,2024-05-01,0,0.0,20142.43,1.0,24.03,4840.87
CUST00516,15053.45,4834.33,1,3,2025-01-24,2025-01-24,0,0.0,15053.45,1.0,32.11,4834.33
CUST00551,86358.04,34925.58,4,11,2024-08-30,2025-04-07,220,7.23,21589.51,0.55,40.44,4830.65
CUST00665,11344.67,3290.73,2,3,2025-02-09,2025-03-02,21,0.69,5672.34,2.9,29.01,4769.17
CUST00660,53621.26,18216.33,4,9,2024-08-27,2024-12-22,117,3.84,13405.32,1.04,33.97,4743.84
CUST00097,161744.52,52137.64,6,23,2024-04-05,2025-03-07,336,11.04,26957.42,0.54,32.23,4722.61
CUST00619,9982.17,3853.57,2,5,2024-10-02,2024-10-27,25,0.82,4991.08,2.44,38.6,4699.48
CUST00260,87301.82,22664.34,4,12,2024-02-10,2024-07-06,147,4.83,21825.46,0.83,25.96,4692.41
CUST00712,12651.95,4664.91,1,4,2024-03-08,2024-03-08,0,0.0,12651.95,1.0,36.87,4664.91
CUST00737,163127.74,57672.11,7,21,2024-02-17,2025-03-01,378,12.42,23303.96,0.56,35.35,4643.49
CUST00390,15276.14,4599.78,1,5,2025-02-04,2025-02-04,0,0.0,15276.14,1.0,30.11,4599.78
CUST00514,25026.61,4588.12,1,3,2025-04-22,2025-04-22,0,0.0,25026.61,1.0,18.33,4588.12
CUST01566,96166.4,26833.06,4,14,2024-05-26,2024-11-20,178,5.85,24041.6,0.68,27.9,4586.85
CUST00422,11746.95,4564.98,1,5,2024-05-30,2024-05-30,0,0.0,11746.95,1.0,38.86,4564.98
CUST00067,14376.31,4562.72,1,4,2024-08-09,2024-08-09,0,0.0,14376.31,1.0,31.74,4562.72
CUST00649,41388.96,17113.72,2,3,2024-05-01,2024-08-24,115,3.78,20694.48,0.53,41.35,4527.44
CUST01403,96759.64,43045.51,4,18,2024-03-22,2025-01-06,290,9.53,24189.91,0.42,44.49,4516.84
CUST01488,43166.48,11508.06,4,12,2024-05-30,2024-08-16,78,2.56,10791.62,1.56,26.66,4495.34
CUST00636,10613.12,4452.19,1,3,2025-04-25,2025-04-25,0,0.0,10613.12,1.0,41.95,4452.19
CUST00930,93098.89,23743.09,2,8,2024-06-12,2024-11-22,163,5.35,46549.44,0.37,25.5,4437.96
CUST01496,173878.42,59284.15,4,16,2024-03-13,2025-04-24,407,13.37,43469.6,0.3,34.1,4434.12
CUST00518,63132.94,29230.66,2,7,2024-10-13,2025-05-02,201,6.6,31566.47,0.3,46.3,4428.89
CUST00646,12284.19,4415.78,1,5,2024-08-17,2024-08-17,0,0.0,12284.19,1.0,35.95,4415.78
CUST01027,74092.93,33766.73,2,4,2024-10-02,2025-05-23,233,7.65,37046.46,0.26,45.57,4413.95
CUST00402,49864.34,18077.94,4,16,2024-03-09,2024-07-12,125,4.11,12466.08,0.97,36.25,4398.53
CUST00904,53758.84,14587.07,2,7,2024-02-07,2024-05-18,101,3.32,26879.42,0.6,27.13,4393.7
CUST00347,27178.73,4390.34,1,4,2024-07-21,2024-07-21,0,0.0,27178.73,1.0,16.15,4390.34
CUST00889,27602.09,4892.6,2,6,2025-03-18,2025-04-21,34,1.12,13801.04,1.79,17.73,4368.39
CUST01249,12029.16,4367.38,1,5,2024-04-21,2024-04-21,0,0.0,12029.16,1.0,36.31,4367.38
CUST01054,13100.47,4362.01,1,3,2024-08-15,2024-08-15,0,0.0,13100.47,1.0,33.3,4362.01
CUST00999,37615.87,13270.88,3,12,2024-10-04,2025-01-05,93,3.06,12538.62,0.98,35.28,4336.89
CUST00987,10754.51,4324.27,1,5,2024-07-28,2024-07-28,0,0.0,10754.51,1.0,40.21,4324.27
CUST01111,113082.72,24444.99,3,12,2024-02-22,2024-08-13,173,5.68,37694.24,0.53,21.62,4303.7
CUST01290,104601.73,30933.54,3,9,2024-09-18,2025-04-25,219,7.19,34867.24,0.42,29.57,4302.3
CUST00614,129236.84,44119.39,5,14,2024-01-31,2024-12-09,313,10.28,25847.37,0.49,34.14,4291.77
CUST01359,12225.65,4271.7,1,2,2024-05-29,2024-05-29,0,0.0,12225.65,1.0,34.94,4271.7
CUST00752,51531.61,24310.03,3,9,2024-08-26,2025-02-17,175,5.75,17177.2,0.52,47.17,4227.83
CUST00719,58172.9,20022.01,3,9,2024-07-02,2024-11-24,145,4.76,19390.97,0.63,34.42,4206.3
CUST01314,72509.24,31684.03,3,9,2024-07-26,2025-03-13,230,7.56,24169.75,0.4,43.7,4191.01
CUST00845,36239.5,9175.3,2,6,2024-08-16,2024-10-22,67,2.2,18119.75,0.91,25.32,4170.59
CUST00668,12302.16,4133.54,1,1,2024-07-16,2024-07-16,0,0.0,12302.16,1.0,33.6,4133.54
CUST00883,9705.09,4133.17,1,5,2024-08-31,2024-08-31,0,0.0,9705.09,1.0,42.59,4133.17
CUST00576,23769.06,10440.0,3,7,2024-04-03,2024-06-19,77,2.53,7923.02,1.19,43.92,4126.48
CUST01475,103839.58,21989.02,5,16,2024-02-09,2024-07-21,163,5.35,20767.92,0.93,21.18,4110.1
CUST00292,18601.13,4103.58,1,4,2024-08-17,2024-08-17,0,0.0,18601.13,1.0,22.06,4103.58
CUST00380,87010.67,29932.3,5,19,2024-11-10,2025-06-22,224,7.36,17402.13,0.68,34.4,4066.89
CUST00383,9301.26,4053.69,1,4,2024-05-11,2024-05-11,0,0.0,9301.26,1.0,43.58,4053.69
CUST01526,97882.58,36574.9,3,10,2024-07-05,2025-04-06,275,9.03,32627.53,0.33,37.37,4050.38
CUST00884,8715.23,4049.38,1,4,2024-04-20,2024-04-20,0,0.0,8715.23,1.0,46.46,4049.38
CUST01357,79252.93,24075.53,2,10,2024-05-01,2024-10-29,181,5.95,39626.47,0.34,30.38,4046.31
CUST00173,9564.46,4033.6,1,2,2025-01-21,2025-01-21,0,0.0,9564.46,1.0,42.17,4033.6
CUST01525,16801.67,4024.91,1,4,2024-08-04,2024-08-04,0,0.0,16801.67,1.0,23.96,4024.91
CUST00609,9503.42,4021.99,1,4,2024-11-29,2024-11-29,0,0.0,9503.42,1.0,42.32,4021.99
CUST00878,84582.73,25269.09,3,8,2024-04-05,2024-10-14,192,6.31,28194.24,0.48,29.87,4004.61
CUST01033,79312.6,23537.19,3,8,2024-02-17,2024-08-14,179,5.88,26437.53,0.51,29.68,4002.92
CUST00098,10207.53,3990.6,1,3,2025-04-20,2025-04-20,0,0.0,10207.53,1.0,39.09,3990.6
CUST01262,69866.28,23456.58,4,7,2024-08-19,2025-02-14,179,5.88,17466.57,0.68,33.57,3989.21
CUST01281,22289.2,3973.25,1,5,2024-08-30,2024-08-30,0,0.0,22289.2,1.0,17.83,3973.25
CUST00676,66040.93,24904.99,2,9,2024-05-04,2024-11-11,191,6.27,33020.46,0.32,37.71,3972.09
CUST00963,83993.76,30433.61,3,10,2024-05-06,2024-12-26,234,7.69,27997.92,0.39,36.23,3957.56
CUST00049,27058.35,6249.35,2,5,2024-01-06,2024-02-23,48,1.58,13529.18,1.27,23.1,3955.28
CUST00457,39184.01,14925.09,2,6,2024-08-10,2024-12-03,115,3.78,19592.0,0.53,38.09,3948.44
CUST01205,12840.13,5140.73,2,4,2024-10-17,2024-11-26,40,1.31,6420.06,1.53,40.04,3924.22
CUST00194,19678.57,5003.28,2,5,2025-01-22,2025-03-02,39,1.28,9839.28,1.56,25.43,3908.81
CUST00352,91405.28,25525.45,3,13,2024-07-03,2025-01-19,200,6.57,30468.43,0.46,27.93,3885.15
CUST01327,77366.92,23452.17,3,8,2024-12-01,2025-06-03,184,6.04,25788.97,0.5,30.31,3882.81
CUST00810,13766.35,3882.68,1,3,2024-03-02,2024-03-02,0,0.0,13766.35,1.0,28.2,3882.68
CUST00955,74164.73,25333.61,3,8,2024-10-06,2025-04-23,199,6.54,24721.58,0.46,34.16,3873.64
CUST00181,8665.0,2671.46,3,6,2025-03-25,2025-04-15,21,0.69,2888.33,4.35,30.83,3871.68
CUST00003,97133.9,35721.19,4,15,2024-02-14,2024-11-21,281,9.23,24283.48,0.43,36.78,3870.12
CUST00095,59455.14,16425.25,3,11,2024-02-13,2024-06-22,130,4.27,19818.38,0.7,27.63,3846.66
CUST00137,14809.78,3836.47,1,3,2024-05-29,2024-05-29,0,0.0,14809.78,1.0,25.9,3836.47
CUST00718,8621.15,3834.98,1,3,2025-01-03,2025-01-03,0,0.0,8621.15,1.0,44.48,3834.98
CUST01180,101579.28,39652.02,5,16,2024-07-12,2025-05-25,317,10.41,20315.86,0.48,39.04,3809.03
CUST01387,45618.29,11244.73,2,7,2024-10-12,2025-01-10,90,2.96,22809.14,0.68,24.65,3798.9
CUST01324,119114.92,37694.08,4,15,2024-06-19,2025-04-18,303,9.95,29778.73,0.4,31.65,3788.35
CUST00513,126503.24,32995.19,6,21,2024-08-14,2025-05-06,265,8.71,21083.87,0.69,26.08,3788.2
CUST01007,28840.57,10175.28,2,9,2025-02-21,2025-05-14,82,2.69,14420.28,0.74,35.28,3782.63
CUST01013,9897.24,3761.8,1,3,2025-03-12,2025-03-12,0,0.0,9897.24,1.0,38.01,3761.8
CUST00408,75309.23,33449.68,4,9,2024-09-25,2025-06-23,271,8.9,18827.31,0.45,44.42,3758.39
CUST00691,8462.53,3757.78,1,4,2024-06-27,2024-06-27,0,0.0,8462.53,1.0,44.4,3757.78
CUST01585,120749.88,39451.99,4,14,2024-03-15,2025-01-29,320,10.51,30187.47,0.38,32.67,3753.76
CUST01082,75493.5,27691.48,2,9,2024-09-05,2025-04-18,225,7.39,37746.75,0.27,36.68,3747.16
CUST00713,8497.46,3743.85,1,5,2025-03-14,2025-03-14,0,0.0,8497.46,1.0,44.06,3743.85
CUST00509,15065.42,3740.29,1,4,2025-06-14,2025-06-14,0,0.0,15065.42,1.0,24.83,3740.29
CUST01394,22390.98,6982.28,2,4,2024-11-28,2025-01-24,57,1.87,11195.49,1.07,31.18,3733.84
CUST00304,39062.2,17054.6,2,10,2024-11-03,2025-03-22,139,4.57,19531.1,0.44,43.66,3731.86
CUST01064,157904.84,56587.54,5,17,2024-02-28,2025-06-04,462,15.18,31580.97,0.33,35.84,3727.77
CUST00136,165457.19,46329.76,3,11,2024-06-01,2025-06-15,379,12.45,55152.4,0.24,28.0,3721.27
CUST00711,15346.57,3707.6,1,1,2025-06-22,2025-06-22,0,0.0,15346.57,1.0,24.16,3707.6
CUST01579,52860.78,21295.3,3,7,2024-01-16,2024-07-09,175,5.75,17620.26,0.52,40.29,3703.53
CUST01021,23580.23,8249.27,2,6,2024-05-29,2024-08-05,68,2.23,11790.12,0.9,34.98,3699.22
CUST01246,50980.49,20627.21,3,10,2024-06-06,2024-11-23,170,5.58,16993.5,0.54,40.46,3696.63
CUST00539,64203.91,18630.77,2,8,2024-04-23,2024-09-24,154,5.06,32101.96,0.4,29.02,3681.97
CUST00790,115991.32,32172.25,3,14,2024-03-02,2024-11-25,268,8.8,38663.77,0.34,27.74,3655.94
CUST00417,75163.2,20173.44,5,17,2024-01-14,2024-06-30,168,5.52,15032.64,0.91,26.84,3654.61
CUST00857,64055.4,23157.08,4,13,2024-05-17,2024-11-28,195,6.41,16013.85,0.62,36.15,3612.65
CUST00975,42010.29,12054.04,3,10,2024-07-23,2024-11-02,102,3.35,14003.43,0.9,28.69,3598.22
CUST00202,58097.12,15921.26,4,12,2024-08-31,2025-01-13,135,4.43,14524.28,0.9,27.4,3593.96
CUST00521,20279.1,3591.42,1,4,2024-02-04,2024-02-04,0,0.0,20279.1,1.0,17.71,3591.42
CUST00066,20288.15,4566.52,2,7,2024-04-21,2024-05-30,39,1.28,10144.08,1.56,22.51,3567.59
CUST01147,10579.77,3564.79,1,4,2024-11-13,2024-11-13,0,0.0,10579.77,1.0,33.69,3564.79
CUST01032,115210.2,45771.62,2,8,2024-05-01,2025-05-27,391,12.84,57605.1,0.16,39.73,3564.77
CUST01568,116696.33,32647.1,6,20,2024-03-13,2024-12-17,279,9.17,19449.39,0.65,27.98,3560.21
CUST00756,92533.95,32575.72,3,10,2024-08-08,2025-05-14,279,9.17,30844.65,0.33,35.2,3552.42
CUST00122,49658.53,20057.42,2,8,2024-08-02,2025-01-22,173,5.68,24829.26,0.35,40.39,3531.24
CUST00360,102241.54,32404.97,3,13,2024-04-16,2025-01-23,282,9.26,34080.51,0.32,31.69,3499.46
CUST00943,55151.22,19637.61,3,10,2024-07-02,2024-12-20,171,5.62,18383.74,0.53,35.61,3494.24
CUST01223,11779.93,3486.13,2,5,2025-06-23,2025-06-23,0,0.0,5889.96,2.0,29.59,3486.13
CUST01143,30267.1,9363.41,3,12,2024-12-11,2025-03-03,82,2.69,10089.03,1.12,30.94,3480.82
CUST01422,39771.88,14261.54,4,19,2024-08-15,2024-12-18,125,4.11,9942.97,0.97,35.86,3469.96
CUST00256,84573.11,32429.64,4,10,2024-03-23,2025-01-02,285,9.36,21143.28,0.43,38.35,3464.71
CUST00745,27078.74,9184.08,2,8,2024-07-23,2024-10-12,81,2.66,13539.37,0.75,33.92,3452.66
CUST00595,16694.54,3450.83,1,2,2025-05-11,2025-05-11,0,0.0,16694.54,1.0,20.67,3450.83
CUST00296,151825.93,47185.31,4,13,2024-03-04,2025-04-25,417,13.7,37956.48,0.29,31.08,3444.18
CUST01016,10723.77,2365.12,2,5,2024-09-22,2024-10-13,21,0.69,5361.88,2.9,22.05,3427.71
CUST00196,68925.54,26033.56,4,15,2024-07-29,2025-03-19,233,7.65,17231.38,0.52,37.77,3403.08
CUST00051,87658.01,31744.94,4,14,2024-01-02,2024-10-12,284,9.33,21914.5,0.43,36.21,3402.46
CUST00233,86420.97,26237.73,2,7,2024-10-05,2025-05-28,235,7.72,43210.48,0.26,30.36,3398.67
CUST01222,30952.46,13329.26,4,11,2024-02-02,2024-06-01,120,3.94,7738.12,1.02,43.06,3383.06
CUST01200,92945.47,18218.16,5,22,2024-01-09,2024-06-21,164,5.39,18589.09,0.93,19.6,3379.99
CUST00274,7262.19,3369.26,1,3,2024-01-04,2024-01-04,0,0.0,7262.19,1.0,46.39,3369.26
CUST00455,40972.51,14716.1,3,8,2024-03-10,2024-07-21,133,4.37,13657.5,0.69,35.92,3367.53
CUST00283,121558.93,38642.22,3,10,2024-07-15,2025-06-30,350,11.5,40519.64,0.26,31.79,3360.19
CUST00028,27518.91,10044.09,2,9,2024-02-27,2024-05-28,91,2.99,13759.46,0.67,36.5,3359.23
CUST00767,7879.03,3352.51,1,3,2024-07-08,2024-07-08,0,0.0,7879.03,1.0,42.55,3352.51
CUST00610,96286.01,42159.24,4,13,2024-01-26,2025-02-13,384,12.61,24071.5,0.32,43.79,3343.32
CUST01380,9108.13,3328.79,1,2,2024-02-04,2024-02-04,0,0.0,9108.13,1.0,36.55,3328.79
CUST00487,78498.96,27829.37,5,17,2024-02-21,2024-11-02,255,8.38,15699.79,0.6,35.45,3320.93
CUST00038,50701.21,11223.35,3,11,2024-11-24,2025-03-07,103,3.38,16900.4,0.89,22.14,3320.52
CUST01313,32495.79,14494.35,2,5,2024-08-05,2024-12-16,133,4.37,16247.89,0.46,44.6,3316.78
CUST00715,85663.04,33421.21,3,9,2024-08-16,2025-06-19,307,10.09,28554.35,0.3,39.01,3312.31
CUST00496,126398.97,47247.52,5,16,2024-01-14,2025-03-25,436,14.32,25279.79,0.35,37.38,3299.41
CUST00605,37690.92,15116.64,2,9,2024-11-16,2025-04-06,141,4.63,18845.46,0.43,40.11,3264.93
CUST00942,159749.31,46392.17,5,15,2024-02-22,2025-04-30,433,14.22,31949.86,0.35,29.04,3262.46
CUST00242,15544.16,5142.64,2,7,2024-04-06,2024-05-24,48,1.58,7772.08,1.27,33.08,3254.84
CUST01037,37062.85,11434.81,3,13,2025-03-07,2025-06-22,107,3.52,12354.28,0.85,30.85,3248.53
CUST00257,18371.89,5856.61,2,4,2024-02-03,2024-03-29,55,1.81,9185.94,1.1,31.88,3235.7
CUST01031,101238.24,38123.89,7,19,2024-02-17,2025-02-10,359,11.79,14462.61,0.59,37.66,3233.58
CUST00201,129090.96,55036.78,6,14,2024-01-01,2025-06-05,521,17.12,21515.16,0.35,42.63,3214.77
CUST01091,105855.63,39949.92,5,16,2024-05-26,2025-06-10,380,12.48,21171.13,0.4,37.74,3201.12
CUST01066,7009.23,3198.07,1,5,2025-02-22,2025-02-22,0,0.0,7009.23,1.0,45.63,3198.07
CUST01071,18389.25,3187.9,1,4,2024-09-18,2024-09-18,0,0.0,18389.25,1.0,17.34,3187.9
CUST01060,35112.4,14802.4,3,6,2024-07-21,2024-12-10,142,4.66,11704.13,0.64,42.16,3176.48
CUST00954,18939.83,7080.04,3,11,2024-04-21,2024-06-28,68,2.23,6313.28,1.35,37.38,3174.91
CUST01459,96131.86,32640.05,3,13,2024-02-16,2024-12-26,314,10.32,32043.95,0.29,33.95,3162.8
CUST01087,73661.91,21713.69,4,16,2024-09-05,2025-04-02,209,6.87,18415.48,0.58,29.48,3160.65
CUST00232,31506.97,5308.19,2,8,2024-04-12,2024-06-02,51,1.68,15753.48,1.19,16.85,3159.64
CUST00442,79098.34,23438.57,3,7,2024-03-25,2024-11-06,226,7.42,26366.11,0.4,29.63,3158.84
CUST00732,102940.12,39805.35,4,12,2024-01-09,2025-01-30,387,12.71,25735.03,0.31,38.67,3131.81
CUST01070,116931.98,35470.19,4,12,2024-02-09,2025-01-19,345,11.33,29233.0,0.35,30.33,3130.64
CUST00541,87783.84,22558.0,2,7,2024-06-09,2025-01-15,220,7.23,43891.92,0.28,25.7,3120.06
CUST01092,28685.63,12417.08,3,7,2024-08-05,2024-12-04,121,3.98,9561.88,0.75,43.29,3119.87
CUST00658,14922.79,3112.92,1,1,2024-05-10,2024-05-10,0,0.0,14922.79,1.0,20.86,3112.92
CUST01144,54604.03,18340.38,3,9,2024-08-22,2025-02-18,180,5.91,18201.34,0.51,33.59,3103.28
CUST00430,58659.03,19945.77,5,9,2024-04-16,2024-10-29,196,6.44,11731.81,0.78,34.0,3097.17
CUST01323,15466.14,5386.31,2,4,2024-08-03,2024-09-25,53,1.74,7733.07,1.15,34.83,3095.58
CUST00690,98182.23,41657.79,6,18,2024-02-20,2025-04-05,410,13.47,16363.71,0.45,42.43,3092.63
CUST00624,107913.34,37144.42,3,13,2024-02-01,2025-02-01,366,12.02,35971.11,0.25,34.42,3090.22
CUST01584,6986.9,3076.45,1,2,2025-01-10,2025-01-10,0,0.0,6986.9,1.0,44.03,3076.45
CUST00229,128368.77,34431.09,7,20,2024-04-19,2025-03-26,341,11.2,18338.4,0.62,26.82,3074.2
CUST00937,120001.26,47154.59,4,17,2024-02-17,2025-05-29,467,15.34,30000.32,0.26,39.3,3073.96
CUST00544,124781.93,47945.7,4,11,2024-02-17,2025-06-06,475,15.6,31195.48,0.26,38.42,3073.44
CUST00284,101341.47,38855.14,5,19,2024-04-15,2025-05-05,385,12.65,20268.29,0.4,38.34,3071.55
CUST01453,7788.24,3069.79,1,2,2025-02-10,2025-02-10,0,0.0,7788.24,1.0,39.42,3069.79
CUST01428,6451.98,3056.06,1,1,2024-01-28,2024-01-28,0,0.0,6451.98,1.0,47.37,3056.06
CUST00675,12199.49,3050.81,1,3,2024-07-21,2024-07-21,0,0.0,12199.49,1.0,25.01,3050.81
CUST01363,10501.9,3046.54,1,3,2025-03-06,2025-03-06,0,0.0,10501.9,1.0,29.01,3046.54
CUST01074,48102.85,17108.94,4,11,2024-12-15,2025-06-04,171,5.62,12025.71,0.71,35.57,3044.3
CUST01040,17189.6,4100.98,2,6,2024-08-05,2024-09-15,41,1.35,8594.8,1.48,23.86,3037.76
CUST01370,30422.18,8665.29,3,10,2025-02-08,2025-05-06,87,2.86,10140.73,1.05,28.48,3029.82
CUST00896,26619.32,12018.96,2,8,2024-05-07,2024-09-05,121,3.98,13309.66,0.5,45.15,3019.84
CUST00238,37148.31,13477.69,2,8,2024-12-20,2025-05-05,136,4.47,18574.16,0.45,36.28,3015.14
CUST00279,8207.56,3014.3,1,3,2025-05-06,2025-05-06,0,0.0,8207.56,1.0,36.73,3014.3
CUST01023,149350.27,48324.04,9,30,2024-01-27,2025-05-30,489,16.06,16594.47,0.56,32.36,3008.97
CUST01554,114940.82,29747.15,5,16,2024-05-03,2025-02-28,301,9.89,22988.16,0.51,25.88,3007.8
CUST01020,28817.74,7111.87,2,4,2024-05-10,2024-07-21,72,2.37,14408.87,0.84,24.68,3000.79
CUST00250,40323.19,15147.19,3,5,2024-07-14,2024-12-15,154,5.06,13441.06,0.59,37.56,2993.52
CUST01514,96790.6,32761.12,4,14,2024-03-29,2025-02-26,334,10.97,24197.65,0.36,33.85,2986.43
CUST01025,70863.54,21587.96,3,8,2024-02-04,2024-09-11,220,7.23,23621.18,0.41,30.46,2985.89
CUST00184,72432.05,22452.37,2,8,2024-07-15,2025-03-01,229,7.52,36216.02,0.27,31.0,2985.69
CUST00589,108019.72,43803.2,3,10,2024-01-28,2025-04-19,447,14.68,36006.57,0.2,40.55,2983.87
CUST01307,153050.79,44424.79,5,18,2024-01-16,2025-04-15,455,14.95,30610.16,0.33,29.03,2971.56
CUST00744,15606.91,2967.98,1,3,2025-02-18,2025-02-18,0,0.0,15606.91,1.0,19.02,2967.98
CUST00404,134574.33,36344.41,5,15,2024-04-21,2025-04-29,373,12.25,26914.87,0.41,27.01,2966.89
CUST00148,109110.75,33656.35,7,14,2024-06-13,2025-05-25,346,11.37,15587.25,0.62,30.85,2960.1
CUST00386,92176.82,29001.86,5,13,2024-07-11,2025-05-08,301,9.89,18435.36,0.51,31.46,2932.44
CUST00683,160335.25,33833.27,8,26,2024-06-29,2025-06-16,352,11.56,20041.91,0.69,21.1,2926.75
CUST00138,8019.3,2926.7,1,2,2024-09-10,2024-09-10,0,0.0,8019.3,1.0,36.5,2926.7
CUST00972,94891.01,31627.76,3,9,2024-02-23,2025-01-17,329,10.81,31630.34,0.28,33.33,2925.79
CUST01084,94758.91,27504.97,4,13,2024-08-03,2025-05-18,288,9.46,23689.73,0.42,29.03,2907.5
CUST00053,61305.3,16486.88,3,8,2024-11-23,2025-05-15,173,5.68,20435.1,0.53,26.89,2902.62
CUST00221,129767.72,49565.74,4,17,2024-01-14,2025-06-17,520,17.08,32441.93,0.23,38.2,2901.98
CUST01099,87182.56,18679.99,2,10,2024-07-04,2025-01-16,196,6.44,43591.28,0.31,21.43,2900.62
CUST00439,48379.93,20089.38,3,11,2024-03-07,2024-10-04,211,6.93,16126.64,0.43,41.52,2898.9
CUST00438,41863.22,14450.37,2,7,2024-11-23,2025-04-24,152,4.99,20931.61,0.4,34.52,2895.87
CUST00234,77372.33,33562.23,3,8,2024-05-18,2025-05-06,353,11.6,25790.78,0.26,43.38,2893.3
CUST00728,59917.4,26326.97,3,9,2024-08-02,2025-05-06,277,9.1,19972.47,0.33,43.94,2893.07
CUST00259,13080.44,2880.18,1,2,2024-09-03,2024-09-03,0,0.0,13080.44,1.0,22.02,2880.18
CUST00809,13980.41,2866.19,1,2,2024-07-20,2024-07-20,0,0.0,13980.41,1.0,20.5,2866.19
CUST00344,9476.17,2549.97,2,2,2025-03-01,2025-03-28,27,0.89,4738.08,2.25,26.91,2865.13
CUST00074,13063.95,2864.02,1,4,2025-06-16,2025-06-16,0,0.0,13063.95,1.0,21.92,2864.02
CUST00956,7185.03,2857.45,1,1,2024-03-10,2024-03-10,0,0.0,7185.03,1.0,39.77,2857.45
CUST01267,101121.21,32186.8,3,13,2024-07-02,2025-06-10,343,11.27,33707.07,0.27,31.83,2855.97
CUST00385,43421.18,15149.52,3,14,2024-06-20,2024-11-29,162,5.32,14473.73,0.56,34.89,2847.65
CUST01118,81588.51,26204.69,4,18,2024-08-06,2025-05-14,281,9.23,20397.13,0.43,32.12,2839.08
CUST01159,104338.82,44618.16,4,15,2024-02-09,2025-06-02,479,15.74,26084.7,0.25,42.76,2834.7
CUST00585,85125.24,29253.09,3,7,2024-03-18,2025-01-26,314,10.32,28375.08,0.29,34.36,2834.6
CUST01402,38918.71,7816.91,2,7,2024-10-09,2025-01-01,84,2.76,19459.36,0.72,20.09,2832.21
CUST00275,98975.32,32182.59,3,8,2024-03-04,2025-02-13,346,11.37,32991.77,0.26,32.52,2830.48
CUST00891,61744.51,11264.63,2,6,2025-02-03,2025-06-04,121,3.98,30872.25,0.5,18.24,2830.31
CUST00005,57541.44,23062.58,4,11,2024-02-22,2024-10-27,248,8.15,14385.36,0.49,40.08,2829.76
CUST00167,78702.47,25228.35,4,13,2024-08-16,2025-05-15,272,8.94,19675.62,0.45,32.06,2821.96
CUST01257,90668.05,29539.2,4,8,2024-03-30,2025-02-12,319,10.48,22667.01,0.38,32.58,2818.63
CUST00838,132443.77,41112.95,5,15,2024-02-15,2025-05-04,444,14.59,26488.75,0.34,31.04,2817.89
CUST00416,47109.38,19147.69,3,8,2024-05-11,2024-12-04,207,6.8,15703.13,0.44,40.65,2815.84
CUST01521,95559.87,38256.16,3,12,2024-03-21,2025-05-09,414,13.6,31853.29,0.22,40.03,2812.95
CUST00733,25017.01,8270.72,2,3,2024-07-26,2024-10-24,90,2.96,12508.5,0.68,33.06,2794.16
CUST00765,10477.54,2793.21,1,3,2025-01-05,2025-01-05,0,0.0,10477.54,1.0,26.66,2793.21
CUST00758,8342.31,2791.78,1,1,2024-07-19,2024-07-19,0,0.0,8342.31,1.0,33.47,2791.78
CUST00811,80591.58,30338.74,3,10,2024-01-19,2024-12-15,331,10.87,26863.86,0.28,37.65,2791.05
CUST01247,123600.5,42223.99,7,24,2024-03-03,2025-06-07,461,15.14,17657.21,0.46,34.16,2788.9
CUST00398,9299.7,2786.29,1,1,2024-12-09,2024-12-09,0,0.0,9299.7,1.0,29.96,2786.29
CUST00278,87161.43,27040.52,5,13,2024-03-14,2025-01-04,296,9.72,17432.29,0.51,31.02,2781.95
CUST00511,46043.55,13140.81,3,11,2024-12-17,2025-05-10,144,4.73,15347.85,0.63,28.54,2778.18
CUST00553,133114.77,40494.59,4,14,2024-02-02,2025-04-21,444,14.59,33278.69,0.27,30.42,2775.5
CUST00998,104328.47,33873.62,5,15,2024-02-09,2025-02-15,372,12.22,20865.69,0.41,32.47,2771.98
