customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST00503,131,2,5960.71,3,2,1,6,At Risk
CUST00504,7,6,72100.43000000001,5,5,5,15,Champions
CUST00505,403,1,59338.96,1,1,4,6,At Risk
CUST00506,24,6,34082.6,5,5,3,13,Champions
CUST00507,487,1,574.34,1,1,1,3,Needs Attention
CUST00508,502,1,3389.01,1,1,1,3,Needs Attention
CUST00509,17,1,15065.42,5,1,2,8,Potential Loyalists
CUST00510,66,3,8229.86,4,3,1,8,Potential Loyalists
CUST00511,52,3,46043.55,4,3,4,11,Loyal Customers
CUST00513,56,6,126503.23999999999,4,5,5,14,Champions
CUST00514,70,1,25026.61,4,1,3,8,Potential Loyalists
CUST00515,377,1,8659.52,1,1,1,3,Needs Attention
CUST00516,158,1,15053.45,3,1,2,6,At Risk
CUST00517,49,2,13891.61,4,2,2,8,Potential Loyalists
CUST00518,60,2,63132.94,4,2,4,10,Loyal Customers
CUST00520,79,5,74508.04000000001,4,5,5,14,Champions
CUST00521,513,1,20279.1,1,1,2,4,Needs Attention
CUST00523,46,1,3662.5,5,1,1,7,Potential Loyalists
CUST00524,127,2,68699.31,3,2,5,10,Loyal Customers
CUST00526,63,3,52283.759999999995,4,3,4,11,Loyal Customers
CUST00527,36,2,75580.45999999999,5,2,5,12,Loyal Customers
CUST00529,386,2,79932.1,1,2,5,8,Potential Loyalists
CUST00530,415,1,19616.62,1,1,2,4,Needs Attention
CUST00531,316,1,24564.11,1,1,3,5,At Risk
CUST00533,130,1,1101.44,3,1,1,5,At Risk
CUST00534,479,1,2158.27,1,1,1,3,Needs Attention
CUST00535,436,2,42744.78,1,2,4,7,Potential Loyalists
CUST00536,37,4,22440.940000000002,5,5,2,12,Loyal Customers
CUST00537,31,1,715.48,5,1,1,7,Potential Loyalists
CUST00538,12,4,30834.27,5,5,3,13,Champions
CUST00539,280,2,64203.909999999996,2,2,4,8,Potential Loyalists
CUST00540,78,3,21624.24,4,3,2,9,Potential Loyalists
CUST00541,167,2,87783.84,3,2,5,10,Loyal Customers
CUST00542,369,1,2633.38,1,1,1,3,Needs Attention
CUST00543,1,5,113266.59,5,5,5,15,Champions
CUST00544,25,4,124781.93,5,5,5,15,Champions
CUST00545,70,3,39789.869999999995,4,3,4,11,Loyal Customers
CUST00546,75,4,55365.1,4,5,4,13,Champions
CUST00547,1,3,38670.29,5,3,3,11,Loyal Customers
CUST00548,75,3,54922.22,4,3,4,11,Loyal Customers
CUST00550,64,2,27228.100000000002,4,2,3,9,Potential Loyalists
CUST00551,85,4,86358.04000000001,4,5,5,14,Champions
CUST00552,114,3,31745.97,3,3,3,9,Potential Loyalists
CUST00553,71,4,133114.77,4,5,5,14,Champions
CUST00554,31,4,23053.08,5,5,2,12,Loyal Customers
CUST00556,116,1,3807.66,3,1,1,5,At Risk
CUST00557,186,2,31612.57,2,2,3,7,Potential Loyalists
CUST00558,45,4,54133.14,5,5,4,14,Champions
CUST00559,104,5,20156.68,3,5,2,10,Loyal Customers
CUST00560,162,3,27949.11,3,3,3,9,Potential Loyalists
CUST00561,2,3,88295.51000000001,5,3,5,13,Champions
CUST00562,225,2,16714.52,2,2,2,6,At Risk
CUST00563,61,2,17022.95,4,2,2,8,Potential Loyalists
CUST00564,118,1,1020.21,3,1,1,5,At Risk
CUST00565,312,4,16175.47,1,5,2,8,Potential Loyalists
CUST00566,42,2,34955.47,5,2,3,10,Loyal Customers
CUST00567,51,3,11952.49,4,3,2,9,Potential Loyalists
CUST00568,201,1,3277.5,2,1,1,4,Needs Attention
CUST00569,156,2,19850.82,3,2,2,7,Potential Loyalists
CUST00570,19,5,49812.67,5,5,4,14,Champions
CUST00571,166,3,27967.9,3,3,3,9,Potential Loyalists
CUST00572,172,3,62669.33,3,3,4,10,Loyal Customers
CUST00573,96,2,6759.120000000001,4,2,1,7,Potential Loyalists
CUST00574,330,1,33896.07,1,1,3,5,At Risk
CUST00575,320,3,36324.49,1,3,3,7,Potential Loyalists
CUST00576,377,3,23769.059999999998,1,3,2,6,At Risk
CUST00578,5,4,48840.990000000005,5,5,4,14,Champions
CUST00580,11,2,8102.25,5,2,1,8,Potential Loyalists
CUST00581,57,3,32193.660000000003,4,3,3,10,Loyal Customers
CUST00582,501,1,3597.07,1,1,1,3,Needs Attention
CUST00583,301,3,24504.93,1,3,3,7,Potential Loyalists
CUST00584,313,1,45855.91,1,1,4,6,At Risk
CUST00585,156,3,85125.23999999999,3,3,5,11,Loyal Customers
CUST00587,35,2,49176.77,5,2,4,11,Loyal Customers
CUST00588,191,2,56879.52,2,2,4,8,Potential Loyalists
CUST00589,73,3,108019.72,4,3,5,12,Loyal Customers
CUST00590,131,4,64187.55,3,5,4,12,Loyal Customers
CUST00591,1,5,33377.79,5,5,3,13,Champions
CUST00592,170,3,20265.97,3,3,2,8,Potential Loyalists
CUST00593,504,1,56456.89,1,1,4,6,At Risk
CUST00594,215,1,3663.11,2,1,1,4,Needs Attention
CUST00595,51,1,16694.54,4,1,2,7,Potential Loyalists
CUST00596,223,2,5682.04,2,2,1,5,At Risk
CUST00597,275,1,11042.53,2,1,1,4,Needs Attention
CUST00598,239,2,91250.07,2,2,5,9,Potential Loyalists
CUST00599,150,6,144320.58,3,5,5,13,Champions
CUST00602,436,2,38523.48,1,2,3,6,At Risk
CUST00603,39,3,34749.520000000004,5,3,3,11,Loyal Customers
CUST00604,137,2,66099.31,3,2,4,9,Potential Loyalists
CUST00605,86,2,37690.92,4,2,3,9,Potential Loyalists
CUST00607,110,3,45844.67,3,3,4,10,Loyal Customers
CUST00608,52,3,16433.2,4,3,2,9,Potential Loyalists
CUST00609,214,1,9503.42,2,1,1,4,Needs Attention
CUST00610,138,4,96286.01,3,5,5,13,Champions
CUST00611,317,1,26583.97,1,1,3,5,At Risk
CUST00612,121,2,35214.94,3,2,3,8,Potential Loyalists
CUST00613,112,2,18030.620000000003,3,2,2,7,Potential Loyalists
CUST00614,204,5,129236.84,2,5,5,12,Loyal Customers
CUST00615,167,2,8786.17,3,2,1,6,At Risk
CUST00616,505,2,27058.25,1,2,3,6,At Risk
CUST00617,61,3,20065.44,4,3,2,9,Potential Loyalists
CUST00618,41,3,38111.89,5,3,3,11,Loyal Customers
CUST00619,247,2,9982.17,2,2,1,5,At Risk
CUST00620,30,1,4334.55,5,1,1,7,Potential Loyalists
CUST00622,327,1,9771.98,1,1,1,3,Needs Attention
CUST00623,112,2,40156.85,3,2,4,9,Potential Loyalists
CUST00624,150,3,107913.34,3,3,5,11,Loyal Customers
CUST00625,236,1,3402.25,2,1,1,4,Needs Attention
CUST00626,5,4,56484.99,5,5,4,14,Champions
CUST00627,82,4,43351.2,4,5,4,13,Champions
CUST00629,163,2,52532.630000000005,3,2,4,9,Potential Loyalists
CUST00630,93,2,25629.079999999998,4,2,3,9,Potential Loyalists
CUST00631,205,3,50560.259999999995,2,3,4,9,Potential Loyalists
CUST00632,338,2,11027.25,1,2,1,4,Needs Attention
CUST00633,13,3,49233.43,5,3,4,12,Loyal Customers
CUST00634,48,2,5771.97,5,2,1,8,Potential Loyalists
CUST00635,185,3,80763.47,2,3,5,10,Loyal Customers
CUST00636,67,1,10613.12,4,1,1,6,At Risk
CUST00637,84,2,20152.77,4,2,2,8,Potential Loyalists
CUST00638,452,1,4237.19,1,1,1,3,Needs Attention
CUST00639,13,3,19142.53,5,3,2,10,Loyal Customers
CUST00641,85,3,43216.08,4,3,4,11,Loyal Customers
CUST00643,2,4,83253.03,5,5,5,15,Champions
CUST00645,212,3,15627.460000000001,2,4,2,8,Potential Loyalists
CUST00646,318,1,12284.19,1,1,2,4,Needs Attention
CUST00647,109,1,1321.73,3,1,1,5,At Risk
CUST00648,444,2,85587.76,1,2,5,8,Potential Loyalists
CUST00649,311,2,41388.96,1,2,4,7,Potential Loyalists
CUST00650,150,1,2089.32,3,1,1,5,At Risk
CUST00651,84,2,4107.8,4,2,1,7,Potential Loyalists
CUST00652,532,1,3592.79,1,1,1,3,Needs Attention
CUST00653,299,1,10676.77,2,1,1,4,Needs Attention
CUST00654,137,1,13746.93,3,1,2,6,At Risk
CUST00655,30,3,64703.2,5,4,4,13,Champions
CUST00657,14,3,27381.88,5,4,3,12,Loyal Customers
CUST00658,417,1,14922.79,1,1,2,4,Needs Attention
CUST00659,101,5,35340.09,3,5,3,11,Loyal Customers
CUST00660,191,4,53621.26,2,5,4,11,Loyal Customers
CUST00661,45,2,70469.33,5,2,5,12,Loyal Customers
CUST00662,271,2,20780.68,2,2,2,6,At Risk
CUST00664,149,2,13766.89,3,2,2,7,Potential Loyalists
CUST00665,121,2,11344.67,3,2,1,6,At Risk
CUST00666,96,4,22941.09,4,5,2,11,Loyal Customers
CUST00667,103,3,63998.060000000005,3,4,4,11,Loyal Customers
CUST00668,350,1,12302.16,1,1,2,4,Needs Attention
CUST00669,236,2,88689.25,2,2,5,9,Potential Loyalists
CUST00670,58,1,4311.54,4,1,1,6,At Risk
CUST00671,74,3,53436.52,4,4,4,12,Loyal Customers
CUST00672,215,1,1061.45,2,1,1,4,Needs Attention
CUST00673,319,1,26429.68,1,1,3,5,At Risk
CUST00674,125,4,56727.13,3,5,4,12,Loyal Customers
CUST00675,345,1,12199.49,1,1,2,4,Needs Attention
CUST00676,232,2,66040.93,2,2,4,8,Potential Loyalists
CUST00677,19,4,54655.99,5,5,4,14,Champions
CUST00678,115,3,112345.94,3,4,5,12,Loyal Customers
CUST00680,240,3,14272.75,2,4,2,8,Potential Loyalists
CUST00681,185,2,89929.89,2,2,5,9,Potential Loyalists
CUST00682,120,3,33281.29,3,4,3,10,Loyal Customers
CUST00683,15,8,160335.25,5,5,5,15,Champions
CUST00684,195,2,102647.9,2,2,5,9,Potential Loyalists
CUST00685,325,1,39151.31,1,1,3,5,At Risk
CUST00686,113,2,25945.239999999998,3,2,3,8,Potential Loyalists
CUST00687,15,2,7300.710000000001,5,2,1,8,Potential Loyalists
CUST00688,201,1,2706.26,2,1,1,4,Needs Attention
CUST00689,173,2,107416.04999999999,3,2,5,10,Loyal Customers
CUST00690,87,6,98182.23000000001,4,5,5,14,Champions
CUST00691,369,1,8462.53,1,1,1,3,Needs Attention
CUST00693,273,4,51243.58,2,5,4,11,Loyal Customers
CUST00694,86,3,81336.96,4,4,5,13,Champions
CUST00695,477,1,8100.2,1,1,1,3,Needs Attention
CUST00696,114,2,21835.0,3,2,2,7,Potential Loyalists
CUST00697,144,2,13090.71,3,2,2,7,Potential Loyalists
CUST00698,34,4,34836.3,5,5,3,13,Champions
CUST00699,266,1,18812.61,2,1,2,5,At Risk
CUST00700,78,2,8690.04,4,2,1,7,Potential Loyalists
CUST00701,312,2,13150.93,1,2,2,5,At Risk
CUST00702,68,3,45094.270000000004,4,4,4,12,Loyal Customers
CUST00704,56,4,36589.64,4,5,3,12,Loyal Customers
CUST00705,5,8,106026.44,5,5,5,15,Champions
CUST00706,65,2,7217.74,4,2,1,7,Potential Loyalists
CUST00707,337,1,2652.35,1,1,1,3,Needs Attention
CUST00708,6,3,93258.52,5,4,5,14,Champions
CUST00709,30,3,43698.67,5,4,4,13,Champions
CUST00710,152,2,46679.69,3,2,4,9,Potential Loyalists
CUST00711,9,1,15346.57,5,1,2,8,Potential Loyalists
CUST00712,480,1,12651.95,1,1,2,4,Needs Attention
CUST00713,109,1,8497.46,3,1,1,5,At Risk
CUST00714,526,1,17511.44,1,1,2,4,Needs Attention
CUST00715,12,3,85663.04,5,4,5,14,Champions
CUST00716,390,2,13484.92,1,2,2,5,At Risk
CUST00717,53,2,13951.85,4,2,2,8,Potential Loyalists
CUST00718,179,1,8621.15,2,1,1,4,Needs Attention
CUST00719,219,3,58172.9,2,4,4,10,Loyal Customers
CUST00720,19,3,33062.36,5,4,3,12,Loyal Customers
CUST00721,35,2,49493.96,5,2,4,11,Loyal Customers
CUST00722,390,3,56740.649999999994,1,4,4,9,Potential Loyalists
CUST00723,419,1,1127.83,1,1,1,3,Needs Attention
CUST00724,27,6,60294.08,5,5,4,14,Champions
CUST00725,261,4,32214.74,2,5,3,10,Loyal Customers
CUST00727,194,4,23648.26,2,5,2,9,Potential Loyalists
CUST00728,56,3,59917.4,4,4,4,12,Loyal Customers
CUST00729,313,2,7067.75,1,2,1,4,Needs Attention
CUST00730,179,3,151103.81,2,4,5,11,Loyal Customers
CUST00731,48,5,21277.67,5,5,2,12,Loyal Customers
CUST00732,152,4,102940.12,3,5,5,13,Champions
CUST00733,250,2,25017.01,2,2,3,7,Potential Loyalists
CUST00734,343,3,98873.61000000002,1,4,5,10,Loyal Customers
CUST00735,516,1,20131.49,1,1,2,4,Needs Attention
CUST00737,122,7,163127.74,3,5,5,13,Champions
CUST00738,201,1,61949.86,2,1,4,7,Potential Loyalists
CUST00740,327,2,35804.45,1,2,3,6,At Risk
CUST00741,201,3,72255.84,2,4,5,11,Loyal Customers
CUST00742,161,2,39320.060000000005,3,2,3,8,Potential Loyalists
CUST00743,455,1,768.8,1,1,1,3,Needs Attention
CUST00744,133,1,15606.91,3,1,2,6,At Risk
CUST00745,262,2,27078.739999999998,2,2,3,7,Potential Loyalists
CUST00746,204,3,25930.1,2,4,3,9,Potential Loyalists
CUST00747,137,3,77760.38,3,4,5,12,Loyal Customers
CUST00749,88,8,99658.36,4,5,5,14,Champions
CUST00750,237,2,5809.53,2,2,1,5,At Risk
CUST00751,256,1,3336.99,2,1,1,4,Needs Attention
CUST00752,134,3,51531.61,3,4,4,11,Loyal Customers
CUST00753,176,5,39824.01,3,5,4,12,Loyal Customers
CUST00754,260,3,22134.79,2,4,2,8,Potential Loyalists
CUST00755,52,5,41202.659999999996,4,5,4,13,Champions
CUST00756,48,3,92533.95,5,4,5,14,Champions
CUST00757,109,2,13493.470000000001,3,2,2,7,Potential Loyalists
CUST00758,347,1,8342.31,1,1,1,3,Needs Attention
CUST00759,58,3,18285.32,4,4,2,10,Loyal Customers
CUST00760,204,3,21849.809999999998,2,4,2,8,Potential Loyalists
CUST00761,131,1,13184.79,3,1,2,6,At Risk
CUST00762,84,3,41066.64,4,4,4,12,Loyal Customers
CUST00763,3,4,59521.11,5,5,4,14,Champions
CUST00764,144,1,4709.7,3,1,1,5,At Risk
CUST00765,177,1,10477.54,3,1,1,5,At Risk
CUST00766,207,1,5961.12,2,1,1,4,Needs Attention
CUST00767,358,1,7879.03,1,1,1,3,Needs Attention
CUST00768,302,2,26437.039999999997,1,2,3,6,At Risk
CUST00769,216,1,48080.01,2,1,4,7,Potential Loyalists
CUST00770,48,3,21021.74,5,4,2,11,Loyal Customers
CUST00771,81,3,33683.45,4,4,3,11,Loyal Customers
CUST00772,75,3,73386.25,4,4,5,13,Champions
CUST00773,101,5,27177.690000000002,3,5,3,11,Loyal Customers
CUST00774,312,1,3753.54,1,1,1,3,Needs Attention
CUST00775,168,2,8309.3,3,2,1,6,At Risk
CUST00776,78,3,31087.729999999996,4,4,3,11,Loyal Customers
CUST00777,173,1,4312.43,3,1,1,5,At Risk
CUST00778,335,2,7874.74,1,2,1,4,Needs Attention
CUST00779,116,5,31111.48,3,5,3,11,Loyal Customers
CUST00780,55,3,24947.39,4,4,3,11,Loyal Customers
CUST00781,107,3,68066.23999999999,3,4,5,12,Loyal Customers
CUST00782,30,4,37183.81,5,5,3,13,Champions
CUST00783,335,1,6405.71,1,1,1,3,Needs Attention
CUST00784,51,2,55406.08,4,2,4,10,Loyal Customers
CUST00785,53,6,55291.090000000004,4,5,4,13,Champions
CUST00786,206,1,6041.27,2,1,1,4,Needs Attention
CUST00788,263,1,25162.16,2,1,3,6,At Risk
CUST00790,218,3,115991.32,2,4,5,11,Loyal Customers
CUST00791,121,2,35032.74,3,2,3,8,Potential Loyalists
CUST00792,141,3,34067.479999999996,3,4,3,10,Loyal Customers
CUST00793,19,6,148632.91,5,5,5,15,Champions
CUST00794,168,3,43128.31,3,4,4,11,Loyal Customers
CUST00795,234,2,22592.29,2,2,2,6,At Risk
CUST00796,424,1,6064.04,1,1,1,3,Needs Attention
CUST00797,310,1,13456.24,1,1,2,4,Needs Attention
CUST00798,94,4,32647.549999999996,4,5,3,12,Loyal Customers
CUST00799,187,2,78103.0,2,2,5,9,Potential Loyalists
CUST00800,79,1,5566.67,4,1,1,6,At Risk
CUST00801,35,4,21031.95,5,5,2,12,Loyal Customers
CUST00802,126,3,28309.120000000003,3,4,3,10,Loyal Customers
CUST00803,169,1,5013.44,3,1,1,5,At Risk
CUST00804,105,2,43388.57,3,2,4,9,Potential Loyalists
CUST00805,248,3,62538.08,2,4,4,10,Loyal Customers
CUST00806,68,2,9952.26,4,2,1,7,Potential Loyalists
CUST00807,386,2,7642.110000000001,1,2,1,4,Needs Attention
CUST00808,166,1,17312.41,3,1,2,6,At Risk
CUST00809,346,1,13980.41,1,1,2,4,Needs Attention
CUST00810,486,1,13766.35,1,1,2,4,Needs Attention
CUST00811,198,3,80591.58,2,4,5,11,Loyal Customers
CUST00812,216,1,19672.96,2,1,2,5,At Risk
CUST00813,114,2,12573.55,3,2,2,7,Potential Loyalists
CUST00814,60,1,4001.54,4,1,1,6,At Risk
CUST00815,27,3,41847.25,5,4,4,13,Champions
CUST00816,190,3,29613.38,2,4,3,9,Potential Loyalists
CUST00817,154,1,2892.62,3,1,1,5,At Risk
CUST00818,423,1,1287.11,1,1,1,3,Needs Attention
CUST00819,36,3,74024.97,5,4,5,14,Champions
CUST00821,82,1,18626.29,4,1,2,7,Potential Loyalists
CUST00822,492,1,25874.98,1,1,3,5,At Risk
CUST00823,38,5,57994.03,5,5,4,14,Champions
CUST00824,160,2,42615.34,3,2,4,9,Potential Loyalists
CUST00825,24,5,71724.81,5,5,5,15,Champions
CUST00826,471,1,66532.34,1,1,4,6,At Risk
CUST00827,146,2,45032.41,3,2,4,9,Potential Loyalists
CUST00828,4,4,29470.52,5,5,3,13,Champions
CUST00829,201,1,3434.33,2,1,1,4,Needs Attention
CUST00831,91,2,31477.420000000002,4,2,3,9,Potential Loyalists
CUST00832,152,3,39436.75,3,4,3,10,Loyal Customers
CUST00833,249,2,17495.09,2,2,2,6,At Risk
CUST00834,108,3,45376.770000000004,3,4,4,11,Loyal Customers
CUST00835,131,4,19891.43,3,5,2,10,Loyal Customers
CUST00836,505,1,23231.62,1,1,2,4,Needs Attention
CUST00837,202,2,67349.73999999999,2,2,4,8,Potential Loyalists
CUST00838,58,5,132443.77000000002,4,5,5,14,Champions
CUST00839,89,4,164057.7,4,5,5,14,Champions
CUST00840,476,1,2997.32,1,1,1,3,Needs Attention
CUST00841,85,4,53663.66,4,5,4,13,Champions
CUST00842,57,3,39856.99,4,4,4,12,Loyal Customers
CUST00843,124,4,48895.53,3,5,4,12,Loyal Customers
CUST00844,75,4,69660.6,4,5,5,14,Champions
CUST00845,252,2,36239.5,2,2,3,7,Potential Loyalists
CUST00846,53,2,59160.72,4,2,4,10,Loyal Customers
CUST00847,362,2,47509.57,1,2,4,7,Potential Loyalists
CUST00849,1,4,108699.68000000001,5,5,5,15,Champions
CUST00850,304,4,47359.79,1,5,4,10,Loyal Customers
CUST00851,204,1,7223.75,2,1,1,4,Needs Attention
CUST00852,42,5,107850.70999999999,5,5,5,15,Champions
CUST00853,100,5,64409.61,4,5,4,13,Champions
CUST00854,12,7,80761.93000000001,5,5,5,15,Champions
CUST00855,271,3,21405.3,2,4,2,8,Potential Loyalists
CUST00857,215,4,64055.399999999994,2,5,4,11,Loyal Customers
CUST00858,70,2,24633.18,4,2,3,9,Potential Loyalists
CUST00859,119,2,19235.32,3,2,2,7,Potential Loyalists
CUST00860,165,3,40349.43,3,4,4,11,Loyal Customers
CUST00861,97,2,24465.5,4,2,3,9,Potential Loyalists
CUST00862,148,3,50007.78,3,4,4,11,Loyal Customers
CUST00863,109,5,73265.64,3,5,5,13,Champions
CUST00864,353,2,89619.70999999999,1,2,5,8,Potential Loyalists
CUST00865,58,5,55944.68,4,5,4,13,Champions
CUST00866,29,5,76160.45,5,5,5,15,Champions
CUST00867,156,3,92584.9,3,4,5,12,Loyal Customers
CUST00868,28,2,42671.81,5,2,4,11,Loyal Customers
CUST00869,41,2,13111.29,5,2,2,9,Potential Loyalists
CUST00870,175,1,824.42,3,1,1,5,At Risk
CUST00871,111,4,35240.27,3,5,3,11,Loyal Customers
CUST00872,282,1,3601.38,2,1,1,4,Needs Attention
CUST00873,83,2,29237.55,4,2,3,9,Potential Loyalists
CUST00874,2,2,10400.68,5,2,1,8,Potential Loyalists
CUST00875,416,1,9299.69,1,1,1,3,Needs Attention
CUST00876,165,4,45790.08,3,5,4,12,Loyal Customers
CUST00877,77,5,48852.33,4,5,4,13,Champions
CUST00878,260,3,84582.73,2,4,5,11,Loyal Customers
CUST00879,88,4,40412.5,4,5,4,13,Champions
CUST00880,509,1,7815.55,1,1,1,3,Needs Attention
CUST00881,79,1,24465.16,4,1,2,7,Potential Loyalists
CUST00883,304,1,9705.09,1,1,1,3,Needs Attention
CUST00884,437,1,8715.23,1,1,1,3,Needs Attention
CUST00885,426,2,21345.86,1,2,2,5,At Risk
CUST00886,40,3,27170.38,5,4,3,12,Loyal Customers
CUST00887,241,1,39339.5,2,1,3,6,At Risk
CUST00888,240,3,33224.83,2,4,3,9,Potential Loyalists
CUST00889,71,2,27602.09,4,2,3,9,Potential Loyalists
CUST00890,269,3,21552.4,2,4,2,8,Potential Loyalists
CUST00891,27,2,61744.509999999995,5,2,4,11,Loyal Customers
CUST00892,66,3,184634.71000000002,4,4,5,13,Champions
CUST00893,268,3,96077.04,2,4,5,11,Loyal Customers
CUST00894,190,3,18918.6,2,4,2,8,Potential Loyalists
CUST00895,61,1,5466.12,4,1,1,6,At Risk
CUST00896,299,2,26619.32,2,2,3,7,Potential Loyalists
CUST00897,517,1,57291.82,1,1,4,6,At Risk
CUST00898,24,5,58980.71000000001,5,5,4,14,Champions
CUST00899,124,2,36331.78,3,2,3,8,Potential Loyalists
CUST00901,56,3,31664.86,4,4,3,11,Loyal Customers
CUST00902,353,1,482.62,1,1,1,3,Needs Attention
CUST00903,421,2,20878.2,1,2,2,5,At Risk
CUST00904,409,2,53758.84,1,2,4,7,Potential Loyalists
CUST00905,7,5,109862.32,5,5,5,15,Champions
CUST00906,421,1,13946.15,1,1,2,4,Needs Attention
CUST00907,120,2,17425.88,3,2,2,7,Potential Loyalists
CUST00909,35,3,23253.25,5,4,2,11,Loyal Customers
CUST00910,539,1,13440.55,1,1,2,4,Needs Attention
CUST00911,50,2,12237.24,4,2,2,8,Potential Loyalists
CUST00912,3,4,60767.18,5,5,4,14,Champions
CUST00913,329,1,39846.1,1,1,4,6,At Risk
CUST00914,142,3,38333.32,3,4,3,10,Loyal Customers
CUST00915,191,2,13928.9,2,2,2,6,At Risk
CUST00916,464,1,41408.63,1,1,4,6,At Risk
CUST00917,14,1,10989.54,5,1,1,7,Potential Loyalists
CUST00918,90,1,4747.19,4,1,1,6,At Risk
CUST00920,205,2,56490.56,2,2,4,8,Potential Loyalists
CUST00922,299,2,46877.28,2,2,4,8,Potential Loyalists
CUST00923,27,7,91139.38,5,5,5,15,Champions
CUST00924,30,4,42495.04,5,5,4,14,Champions
CUST00925,117,4,46217.68,3,5,4,12,Loyal Customers
CUST00926,87,1,5274.12,4,1,1,6,At Risk
CUST00928,131,3,38262.81,3,4,3,10,Loyal Customers
CUST00929,292,3,33022.56,2,4,3,9,Potential Loyalists
CUST00930,221,2,93098.89,2,2,5,9,Potential Loyalists
CUST00931,433,1,1228.09,1,1,1,3,Needs Attention
CUST00932,15,5,41996.65,5,5,4,14,Champions
CUST00933,292,1,11649.47,2,1,2,5,At Risk
CUST00934,201,4,78684.4,2,5,5,12,Loyal Customers
CUST00935,96,2,36699.5,4,2,3,9,Potential Loyalists
CUST00936,152,2,36631.509999999995,3,2,3,8,Potential Loyalists
CUST00937,33,4,120001.26,5,5,5,15,Champions
CUST00938,339,2,67919.74,1,2,5,8,Potential Loyalists
CUST00939,99,4,46866.3,4,5,4,13,Champions
CUST00940,263,1,5400.5,2,1,1,4,Needs Attention
CUST00941,284,2,20228.91,2,2,2,6,At Risk
CUST00942,62,5,159749.31,4,5,5,14,Champions
CUST00943,193,3,55151.22,2,4,4,10,Loyal Customers
CUST00944,90,3,19571.7,4,4,2,10,Loyal Customers
CUST00945,2,2,4674.06,5,2,1,8,Potential Loyalists
CUST00946,26,5,51240.200000000004,5,5,4,14,Champions
CUST00948,143,3,50401.469999999994,3,4,4,11,Loyal Customers
CUST00949,161,2,30782.370000000003,3,2,3,8,Potential Loyalists
CUST00950,267,1,16146.54,2,1,2,5,At Risk
CUST00951,2,2,19823.08,5,2,2,9,Potential Loyalists
CUST00952,20,2,18983.38,5,2,2,9,Potential Loyalists
CUST00953,112,3,34523.37,3,4,3,10,Loyal Customers
CUST00954,368,3,18939.83,1,4,2,7,Potential Loyalists
CUST00955,69,3,74164.73000000001,4,4,5,13,Champions
CUST00956,478,1,7185.03,1,1,1,3,Needs Attention
CUST00957,4,3,9788.05,5,4,1,10,Loyal Customers
CUST00958,480,1,56400.61,1,1,4,6,At Risk
CUST00959,179,2,91439.93,2,2,5,9,Potential Loyalists
CUST00960,10,2,17198.19,5,2,2,9,Potential Loyalists
CUST00961,120,2,20757.08,3,2,2,7,Potential Loyalists
CUST00963,187,3,83993.76000000001,2,4,5,11,Loyal Customers
CUST00964,79,1,27075.56,4,1,3,8,Potential Loyalists
CUST00965,495,1,3448.32,1,1,1,3,Needs Attention
CUST00966,210,2,14416.79,2,2,2,6,At Risk
CUST00969,245,2,21183.86,2,2,2,6,At Risk
CUST00970,273,3,29527.46,2,4,3,9,Potential Loyalists
CUST00971,1,6,45881.229999999996,5,5,4,14,Champions
CUST00972,165,3,94891.01000000001,3,4,5,12,Loyal Customers
CUST00973,294,3,18319.58,2,4,2,8,Potential Loyalists
CUST00974,406,2,89011.36,1,2,5,8,Potential Loyalists
CUST00975,241,3,42010.29,2,4,4,10,Loyal Customers
CUST00976,144,2,8637.13,3,2,1,6,At Risk
CUST00977,150,4,26696.579999999998,3,5,3,11,Loyal Customers
CUST00978,368,3,27657.14,1,4,3,8,Potential Loyalists
CUST00979,60,1,6978.01,4,1,1,6,At Risk
CUST00981,76,2,59300.53,4,2,4,10,Loyal Customers
CUST00982,48,6,63410.47,4,5,4,13,Champions
CUST00983,255,1,685.5,2,1,1,4,Needs Attention
CUST00984,213,3,16347.17,2,4,2,8,Potential Loyalists
CUST00985,99,1,6730.26,4,1,1,6,At Risk
CUST00986,202,4,75438.75,2,5,5,12,Loyal Customers
CUST00987,338,1,10754.51,1,1,1,3,Needs Attention
CUST00988,36,3,28771.58,5,4,3,12,Loyal Customers
CUST00989,124,2,9749.33,3,2,1,6,At Risk
CUST00991,132,2,25971.399999999998,3,2,3,8,Potential Loyalists
CUST00992,88,3,93673.89,4,4,5,13,Champions
CUST00993,116,1,2330.56,3,1,1,5,At Risk
CUST00994,381,1,15619.81,1,1,2,4,Needs Attention
CUST00995,160,2,5329.530000000001,3,2,1,6,At Risk
CUST00996,101,1,3447.17,3,1,1,5,At Risk
CUST00997,150,2,39086.45,3,2,3,8,Potential Loyalists
CUST00998,136,5,104328.47,3,5,5,13,Champions
CUST00999,177,3,37615.87,3,4,3,10,Loyal Customers
CUST01000,80,3,38524.31,4,4,3,11,Loyal Customers
CUST01001,131,5,73559.38,3,5,5,13,Champions
CUST01002,99,3,26755.1,4,4,3,11,Loyal Customers
CUST01003,91,5,56704.45,4,5,4,13,Champions
CUST01004,426,2,12990.97,1,2,2,5,At Risk
CUST01005,100,3,107036.48,4,4,5,13,Champions
CUST01006,71,3,25842.910000000003,4,4,3,11,Loyal Customers
CUST01007,48,2,28840.57,4,2,3,9,Potential Loyalists
