order_id,order_date,customer_id,category,product,region,city,channel,quantity,unit_price,discount,gross_sales,revenue,cost,payment_method,order_status,profit,profit_margin,month,year,quarter,is_completed,is_returned,is_cancelled
ORD000961,2024-04-01,CUST00359,Fashion,Denim Jacket,North,Chandigarh,Website,1,3882.48,0.05,3882.48,3688.35,2387.27,Credit Card,Delivered,1301.08,0.3528,2024-04,2024,Q2,1,0,0
ORD000962,2024-12-30,CUST00215,Home & Kitchen,Water Bottle,West,Pune,Website,2,5107.34,0.15,10214.69,8682.49,6288.46,Cash on Delivery,Delivered,2394.03,0.2757,2024-12,2024,Q4,1,0,0
ORD000963,2025-06-02,CUST00175,Fashion,Sunglasses,West,Mumbai,Website,5,5419.51,0.0,27097.53,27097.53,14232.73,Cash on Delivery,Delivered,12864.8,0.4748,2025-06,2025,Q2,1,0,0
ORD000964,2024-06-13,CUST01322,Home & Kitchen,Coffee Maker,North,Delhi,Website,1,6636.16,0.05,6636.16,6304.35,5033.98,Net Banking,Delivered,1270.37,0.2015,2024-06,2024,Q2,1,0,0
ORD000965,2025-05-08,CUST01510,Beauty,Lip Balm,East,Kolkata,Website,3,201.94,0.15,605.83,514.95,283.94,UPI,Delivered,231.01,0.4486,2025-05,2025,Q2,1,0,0
ORD000966,2024-06-09,CUST00391,Electronics,Laptop Stand,Central,Indore,Marketplace,4,21799.93,0.25,87199.73,65399.8,36193.85,Debit Card,Delivered,29205.95,0.4466,2024-06,2024,Q2,1,0,0
ORD000967,2025-04-25,CUST01429,Fashion,T-Shirt,Central,Nagpur,Mobile App,1,4167.03,0.05,4167.03,3958.68,2162.43,Net Banking,Delivered,1796.25,0.4537,2025-04,2025,Q2,1,0,0
ORD000968,2024-08-29,CUST00776,Electronics,Power Bank,Central,Nagpur,Website,2,14544.49,0.25,29088.98,21816.73,15575.92,Net Banking,Returned,6240.81,0.2861,2024-08,2024,Q3,0,1,0
ORD000969,2024-01-22,CUST00714,Electronics,Power Bank,West,Pune,Website,2,11674.3,0.25,23348.59,17511.44,9919.85,Cash on Delivery,Delivered,7591.59,0.4335,2024-01,2024,Q1,1,0,0
ORD000970,2025-05-02,CUST00814,Home & Kitchen,Air Fryer,West,Ahmedabad,Mobile App,4,1053.04,0.05,4212.14,4001.54,2779.63,UPI,Delivered,1221.91,0.3054,2025-05,2025,Q2,1,0,0
ORD000971,2024-02-01,CUST00735,Home & Kitchen,Water Bottle,West,Pune,Mobile App,5,4473.67,0.1,22368.33,20131.49,13042.71,Credit Card,Delivered,7088.78,0.3521,2024-02,2024,Q1,1,0,0
ORD000972,2025-05-04,CUST01552,Electronics,Wireless Headphones,South,Chennai,Website,5,1359.22,0.1,6796.08,6116.47,4158.29,UPI,Delivered,1958.18,0.3201,2025-05,2025,Q2,1,0,0
ORD000973,2024-04-27,CUST01104,Electronics,Power Bank,South,Chennai,Marketplace,1,2991.58,0.05,2991.58,2842.01,1530.35,Net Banking,Delivered,1311.66,0.4615,2024-04,2024,Q2,1,0,0
ORD000974,2025-03-01,CUST00248,Electronics,Laptop Stand,East,Patna,Mobile App,3,3788.09,0.1,11364.28,10227.85,6558.11,Credit Card,Cancelled,3669.74,0.3588,2025-03,2025,Q1,0,0,1
ORD000975,2024-02-05,CUST00660,Home & Kitchen,Mixer Grinder,North,Delhi,Website,1,7949.03,0.15,7949.03,6756.68,4048.82,Credit Card,Returned,2707.86,0.4008,2024-02,2024,Q1,0,1,0
ORD000976,2025-03-13,CUST01213,Electronics,Power Bank,North,Jaipur,Mobile App,3,21533.9,0.15,64601.7,54911.44,31222.66,Net Banking,Cancelled,23688.78,0.4314,2025-03,2025,Q1,0,0,1
ORD000977,2024-06-28,CUST00954,Fashion,Denim Jacket,South,Bengaluru,Marketplace,5,2683.33,0.05,13416.66,12745.82,8062.1,Net Banking,Delivered,4683.72,0.3675,2024-06,2024,Q2,1,0,0
ORD000978,2024-07-21,CUST00343,Sports,Cricket Bat,East,Bhubaneswar,Website,2,4153.13,0.0,8306.26,8306.26,6751.93,Debit Card,Delivered,1554.33,0.1871,2024-07,2024,Q3,1,0,0
ORD000979,2025-03-25,CUST00051,Electronics,Smartwatch,East,Kolkata,Website,5,16454.57,0.0,82272.85,82272.85,62832.12,Net Banking,Returned,19440.73,0.2363,2025-03,2025,Q1,0,1,0
ORD000980,2025-04-06,CUST00554,Beauty,Lip Balm,West,Pune,Website,3,1055.86,0.15,3167.57,2692.44,1960.7,Cash on Delivery,Delivered,731.74,0.2718,2025-04,2025,Q2,1,0,0
ORD000981,2025-04-05,CUST00474,Fashion,Sunglasses,North,Chandigarh,Website,3,2802.53,0.05,8407.59,7987.21,4696.68,UPI,Pending,3290.53,0.412,2025-04,2025,Q2,0,0,0
ORD000982,2024-11-23,CUST01246,Fashion,Backpack,Central,Indore,Marketplace,4,5310.68,0.05,21242.73,20180.59,10598.48,Credit Card,Delivered,9582.11,0.4748,2024-11,2024,Q4,1,0,0
ORD000983,2024-05-25,CUST00293,Sports,Resistance Bands,Central,Bhopal,Website,3,4407.45,0.1,13222.34,11900.11,6765.99,Cash on Delivery,Delivered,5134.12,0.4314,2024-05,2024,Q2,1,0,0
ORD000984,2024-01-05,CUST00063,Sports,Cricket Bat,South,Bengaluru,Marketplace,1,6108.64,0.15,6108.64,5192.34,2914.12,Debit Card,Delivered,2278.22,0.4388,2024-01,2024,Q1,1,0,0
ORD000985,2024-02-04,CUST01210,Sports,Yoga Mat,North,Jaipur,Website,4,967.34,0.15,3869.35,3288.95,2289.3,UPI,Delivered,999.65,0.3039,2024-02,2024,Q1,1,0,0
ORD000986,2025-06-17,CUST00476,Fashion,Sunglasses,East,Patna,Website,1,5098.04,0.25,5098.04,3823.53,2867.91,Debit Card,Returned,955.62,0.2499,2025-06,2025,Q2,0,1,0
ORD000987,2024-10-05,CUST00562,Home & Kitchen,Storage Box,South,Hyderabad,Marketplace,4,4130.91,0.2,16523.65,13218.92,10896.84,Debit Card,Delivered,2322.08,0.1757,2024-10,2024,Q4,1,0,0
ORD000988,2024-09-20,CUST01552,Home & Kitchen,Air Fryer,West,Ahmedabad,Website,1,6306.02,0.2,6306.02,5044.82,4188.09,Net Banking,Delivered,856.73,0.1698,2024-09,2024,Q3,1,0,0
ORD000989,2025-04-30,CUST01108,Fashion,T-Shirt,North,Delhi,Website,2,5036.83,0.25,10073.66,7555.24,4419.67,Debit Card,Delivered,3135.57,0.415,2025-04,2025,Q2,1,0,0
ORD000990,2025-01-14,CUST00680,Home & Kitchen,Mixer Grinder,Central,Indore,Mobile App,3,2797.13,0.15,8391.4,7132.69,3854.97,Credit Card,Returned,3277.72,0.4595,2025-01,2025,Q1,0,1,0
ORD000991,2025-04-28,CUST01241,Electronics,Bluetooth Speaker,South,Chennai,Website,2,21246.01,0.1,42492.03,38242.82,21547.5,Debit Card,Delivered,16695.32,0.4366,2025-04,2025,Q2,1,0,0
ORD000992,2024-11-09,CUST01463,Fashion,Backpack,West,Ahmedabad,Marketplace,5,1778.8,0.1,8893.99,8004.59,4492.94,UPI,Delivered,3511.65,0.4387,2024-11,2024,Q4,1,0,0
ORD000993,2024-07-27,CUST00737,Beauty,Face Serum,West,Ahmedabad,Mobile App,5,2464.7,0.1,12323.52,11091.17,7457.41,UPI,Delivered,3633.76,0.3276,2024-07,2024,Q3,1,0,0
ORD000994,2025-06-30,CUST00849,Fashion,Backpack,South,Chennai,Website,3,4415.5,0.15,13246.49,11259.52,6231.41,Credit Card,Delivered,5028.11,0.4466,2025-06,2025,Q2,1,0,0
ORD000995,2024-05-05,CUST00044,Electronics,Smartwatch,South,Bengaluru,Marketplace,2,2922.3,0.0,5844.61,5844.61,3666.9,Credit Card,Delivered,2177.71,0.3726,2024-05,2024,Q2,1,0,0
ORD000996,2024-09-16,CUST00055,Beauty,Shampoo,West,Ahmedabad,Mobile App,3,1321.63,0.2,3964.89,3171.91,2542.77,Net Banking,Delivered,629.14,0.1983,2024-09,2024,Q3,1,0,0
ORD000997,2024-05-16,CUST00093,Sports,Football,East,Patna,Marketplace,4,2063.49,0.2,8253.98,6603.18,4350.98,Cash on Delivery,Delivered,2252.2,0.3411,2024-05,2024,Q2,1,0,0
ORD000998,2025-04-18,CUST00464,Fashion,T-Shirt,South,Bengaluru,Marketplace,3,2251.41,0.0,6754.22,6754.22,5173.1,UPI,Delivered,1581.12,0.2341,2025-04,2025,Q2,1,0,0
ORD000999,2024-09-23,CUST01332,Home & Kitchen,Air Fryer,Central,Bhopal,Website,1,3541.47,0.25,3541.47,2656.1,1755.77,Debit Card,Delivered,900.33,0.339,2024-09,2024,Q3,1,0,0
ORD001000,2024-12-26,CUST00388,Beauty,Face Serum,West,Pune,Website,1,836.5,0.2,836.5,669.2,476.79,UPI,Delivered,192.41,0.2875,2024-12,2024,Q4,1,0,0
ORD001001,2024-12-19,CUST01122,Sports,Dumbbells,East,Patna,Marketplace,2,5772.94,0.15,11545.88,9814.0,5500.6,UPI,Delivered,4313.4,0.4395,2024-12,2024,Q4,1,0,0
ORD001002,2024-12-13,CUST01249,Home & Kitchen,Coffee Maker,West,Ahmedabad,Website,4,8365.19,0.15,33460.75,28441.64,20255.4,Net Banking,Cancelled,8186.24,0.2878,2024-12,2024,Q4,0,0,1
ORD001003,2025-03-09,CUST00019,Home & Kitchen,Storage Box,West,Mumbai,Website,2,2558.94,0.1,5117.88,4606.09,2514.88,Net Banking,Delivered,2091.21,0.454,2025-03,2025,Q1,1,0,0
ORD001004,2024-07-17,CUST00693,Fashion,Denim Jacket,West,Mumbai,Mobile App,1,2438.11,0.0,2438.11,2438.11,1628.88,Debit Card,Cancelled,809.23,0.3319,2024-07,2024,Q3,0,0,1
ORD001005,2025-03-25,CUST00181,Fashion,Sunglasses,South,Chennai,Website,1,1153.91,0.2,1153.91,923.13,736.62,Cash on Delivery,Delivered,186.51,0.202,2025-03,2025,Q1,1,0,0
ORD001006,2025-03-16,CUST01201,Beauty,Face Serum,Central,Nagpur,Marketplace,5,1105.83,0.0,5529.14,5529.14,3346.84,Debit Card,Returned,2182.3,0.3947,2025-03,2025,Q1,0,1,0
ORD001007,2025-03-28,CUST01236,Fashion,Sunglasses,North,Jaipur,Website,4,1774.36,0.05,7097.43,6742.56,4632.07,UPI,Delivered,2110.49,0.313,2025-03,2025,Q1,1,0,0
ORD001008,2025-04-28,CUST01385,Sports,Football,South,Hyderabad,Website,5,6393.83,0.15,31969.13,27173.76,16600.47,UPI,Delivered,10573.29,0.3891,2025-04,2025,Q2,1,0,0
ORD001009,2025-01-10,CUST00629,Home & Kitchen,Coffee Maker,East,Patna,Website,5,3530.82,0.1,17654.11,15888.7,12051.37,Cash on Delivery,Delivered,3837.33,0.2415,2025-01,2025,Q1,1,0,0
ORD001010,2025-06-23,CUST01223,Fashion,Backpack,South,Chennai,Website,2,1341.18,0.05,2682.35,2548.23,1896.28,UPI,Delivered,651.95,0.2558,2025-06,2025,Q2,1,0,0
ORD001011,2024-01-15,CUST00680,Fashion,Running Shoes,West,Mumbai,Mobile App,1,4498.98,0.2,4498.98,3599.19,2649.04,Cash on Delivery,Delivered,950.15,0.264,2024-01,2024,Q1,1,0,0
ORD001012,2024-08-31,CUST00850,Sports,Resistance Bands,West,Pune,Website,5,4696.75,0.05,23483.75,22309.56,14129.99,Cash on Delivery,Delivered,8179.57,0.3666,2024-08,2024,Q3,1,0,0
ORD001013,2024-12-25,CUST01048,Beauty,Shampoo,East,Kolkata,Website,1,1094.44,0.1,1094.44,985.0,619.78,Credit Card,Delivered,365.22,0.3708,2024-12,2024,Q4,1,0,0
ORD001014,2024-02-04,CUST00521,Electronics,Power Bank,Central,Indore,Website,4,5336.61,0.05,21346.42,20279.1,16687.68,Credit Card,Delivered,3591.42,0.1771,2024-02,2024,Q1,1,0,0
ORD001015,2025-01-20,CUST01492,Electronics,Bluetooth Speaker,North,Delhi,Website,5,8947.84,0.0,44739.21,44739.21,27495.54,UPI,Returned,17243.67,0.3854,2025-01,2025,Q1,0,1,0
ORD001016,2024-01-28,CUST00367,Electronics,Bluetooth Speaker,West,Pune,Website,1,13056.83,0.1,13056.83,11751.14,6532.97,UPI,Delivered,5218.17,0.4441,2024-01,2024,Q1,1,0,0
ORD001017,2025-04-12,CUST00485,Electronics,Bluetooth Speaker,East,Patna,Mobile App,4,7294.63,0.15,29178.5,24801.73,13138.92,UPI,Pending,11662.81,0.4702,2025-04,2025,Q2,0,0,0
ORD001018,2024-10-06,CUST00312,Fashion,T-Shirt,South,Bengaluru,Mobile App,1,5486.19,0.05,5486.19,5211.88,3081.19,Debit Card,Delivered,2130.69,0.4088,2024-10,2024,Q4,1,0,0
ORD001019,2025-03-03,CUST00694,Electronics,Bluetooth Speaker,South,Bengaluru,Mobile App,4,3047.94,0.1,12191.74,10972.57,8752.14,Credit Card,Returned,2220.43,0.2024,2025-03,2025,Q1,0,1,0
ORD001020,2024-01-18,CUST00185,Home & Kitchen,Mixer Grinder,West,Ahmedabad,Marketplace,3,5112.68,0.1,15338.05,13804.24,7358.85,Cash on Delivery,Delivered,6445.39,0.4669,2024-01,2024,Q1,1,0,0
ORD001021,2024-09-13,CUST01164,Home & Kitchen,Storage Box,East,Kolkata,Website,5,2492.77,0.2,12463.86,9971.08,6907.48,Credit Card,Delivered,3063.6,0.3072,2024-09,2024,Q3,1,0,0
ORD001022,2025-05-28,CUST00082,Fashion,Denim Jacket,South,Bengaluru,Website,4,2211.37,0.0,8845.48,8845.48,6574.95,Debit Card,Delivered,2270.53,0.2567,2025-05,2025,Q2,1,0,0
ORD001023,2024-12-12,CUST01220,Electronics,Laptop Stand,North,Chandigarh,Mobile App,3,11175.48,0.1,33526.43,30173.78,18840.21,Credit Card,Delivered,11333.57,0.3756,2024-12,2024,Q4,1,0,0
ORD001024,2025-02-11,CUST01523,Fashion,T-Shirt,East,Bhubaneswar,Website,5,5188.02,0.1,25940.12,23346.11,17717.98,Net Banking,Delivered,5628.13,0.2411,2025-02,2025,Q1,1,0,0
ORD001025,2025-06-19,CUST00369,Electronics,Power Bank,North,Jaipur,Website,5,3331.26,0.15,16656.31,14157.86,10275.4,UPI,Delivered,3882.46,0.2742,2025-06,2025,Q2,1,0,0
ORD001026,2024-02-25,CUST00917,Sports,Yoga Mat,Central,Bhopal,Mobile App,2,3770.4,0.1,7540.79,6786.71,4750.96,Debit Card,Pending,2035.75,0.3,2024-02,2024,Q1,0,0,0
ORD001027,2024-08-17,CUST00292,Fashion,Running Shoes,South,Bengaluru,Website,4,4650.28,0.0,18601.13,18601.13,14497.55,Credit Card,Delivered,4103.58,0.2206,2024-08,2024,Q3,1,0,0
ORD001028,2025-01-10,CUST01026,Home & Kitchen,Air Fryer,West,Ahmedabad,Mobile App,5,6978.1,0.2,34890.51,27912.41,22734.57,Net Banking,Cancelled,5177.84,0.1855,2025-01,2025,Q1,0,0,1
ORD001029,2025-01-17,CUST00357,Electronics,Power Bank,Central,Indore,Mobile App,5,10418.34,0.05,52091.72,49487.13,29265.66,Cash on Delivery,Returned,20221.47,0.4086,2025-01,2025,Q1,0,1,0
ORD001030,2024-07-09,CUST00416,Home & Kitchen,Mixer Grinder,Central,Nagpur,Website,4,8832.93,0.05,35331.73,33565.15,18122.2,Cash on Delivery,Delivered,15442.95,0.4601,2024-07,2024,Q3,1,0,0
ORD001031,2024-08-19,CUST00393,Sports,Yoga Mat,South,Bengaluru,Marketplace,2,6595.11,0.15,13190.23,11211.69,8440.42,UPI,Delivered,2771.27,0.2472,2024-08,2024,Q3,1,0,0
ORD001032,2025-05-16,CUST00336,Fashion,Denim Jacket,Central,Indore,Website,3,2967.8,0.0,8903.4,8903.4,4972.46,Net Banking,Delivered,3930.94,0.4415,2025-05,2025,Q2,1,0,0
ORD001033,2025-01-28,CUST00498,Fashion,T-Shirt,South,Bengaluru,Marketplace,3,2931.36,0.05,8794.09,8354.38,6114.98,Cash on Delivery,Delivered,2239.4,0.2681,2025-01,2025,Q1,1,0,0
ORD001034,2024-11-07,CUST01283,Beauty,Moisturizer,South,Hyderabad,Website,1,2740.23,0.15,2740.23,2329.19,1782.98,Debit Card,Delivered,546.21,0.2345,2024-11,2024,Q4,1,0,0
ORD001035,2024-05-07,CUST00284,Electronics,Power Bank,Central,Nagpur,Marketplace,3,14415.4,0.1,43246.21,38921.59,20451.29,Cash on Delivery,Delivered,18470.3,0.4746,2024-05,2024,Q2,1,0,0
ORD001036,2024-07-09,CUST00565,Beauty,Lip Balm,South,Bengaluru,Website,1,1703.88,0.15,1703.88,1448.3,1140.06,Cash on Delivery,Cancelled,308.24,0.2128,2024-07,2024,Q3,0,0,1
ORD001037,2025-01-05,CUST00765,Sports,Yoga Mat,South,Hyderabad,Mobile App,3,3676.33,0.05,11028.99,10477.54,7684.33,Credit Card,Delivered,2793.21,0.2666,2025-01,2025,Q1,1,0,0
ORD001038,2025-01-31,CUST01403,Fashion,Running Shoes,North,Jaipur,Mobile App,3,4731.2,0.0,14193.6,14193.6,11690.85,UPI,Pending,2502.75,0.1763,2025-01,2025,Q1,0,0,0
ORD001039,2025-01-14,CUST00794,Sports,Dumbbells,West,Mumbai,Website,3,3541.54,0.05,10624.62,10093.39,7357.3,Credit Card,Delivered,2736.09,0.2711,2025-01,2025,Q1,1,0,0
ORD001040,2024-12-02,CUST00061,Fashion,Running Shoes,East,Patna,Mobile App,5,4009.62,0.0,20048.08,20048.08,13333.85,Debit Card,Pending,6714.23,0.3349,2024-12,2024,Q4,0,0,0
ORD001041,2024-11-04,CUST01182,Beauty,Moisturizer,South,Hyderabad,Marketplace,2,964.87,0.1,1929.75,1736.77,990.55,UPI,Pending,746.22,0.4297,2024-11,2024,Q4,0,0,0
ORD001042,2024-07-09,CUST01274,Electronics,Smartwatch,East,Bhubaneswar,Marketplace,2,20962.17,0.0,41924.35,41924.35,32418.74,Credit Card,Delivered,9505.61,0.2267,2024-07,2024,Q3,1,0,0
ORD001043,2025-01-16,CUST01099,Electronics,Power Bank,North,Jaipur,Mobile App,5,19310.77,0.25,96553.87,72415.4,57451.66,Debit Card,Delivered,14963.74,0.2066,2025-01,2025,Q1,1,0,0
ORD001044,2024-01-04,CUST00558,Fashion,T-Shirt,South,Chennai,Marketplace,5,1903.35,0.15,9516.77,8089.26,4236.19,Credit Card,Returned,3853.07,0.4763,2024-01,2024,Q1,0,1,0
ORD001045,2025-06-28,CUST00763,Sports,Cricket Bat,Central,Bhopal,Website,2,4726.18,0.0,9452.36,9452.36,5118.68,Net Banking,Delivered,4333.68,0.4585,2025-06,2025,Q2,1,0,0
ORD001046,2024-03-08,CUST01222,Sports,Football,Central,Indore,Website,5,4884.95,0.2,24424.73,19539.78,11239.5,Net Banking,Delivered,8300.28,0.4248,2024-03,2024,Q1,1,0,0
ORD001047,2024-05-30,CUST01096,Electronics,Wireless Headphones,South,Bengaluru,Mobile App,4,8130.73,0.2,32522.91,26018.33,19293.98,Debit Card,Delivered,6724.35,0.2584,2024-05,2024,Q2,1,0,0
ORD001048,2024-09-20,CUST00941,Fashion,Backpack,South,Hyderabad,Mobile App,3,4545.56,0.0,13636.69,13636.69,7990.05,Debit Card,Delivered,5646.64,0.4141,2024-09,2024,Q3,1,0,0
ORD001049,2025-01-30,CUST00393,Electronics,Power Bank,Central,Indore,Website,3,14041.39,0.15,42124.17,35805.55,21660.79,Net Banking,Returned,14144.76,0.395,2025-01,2025,Q1,0,1,0
ORD001050,2024-05-25,CUST01227,Sports,Cricket Bat,South,Hyderabad,Marketplace,4,5323.9,0.0,21295.61,21295.61,14309.99,Net Banking,Pending,6985.62,0.328,2024-05,2024,Q2,0,0,0
ORD001051,2024-04-23,CUST00177,Beauty,Face Serum,East,Kolkata,Marketplace,5,1447.68,0.2,7238.4,5790.72,3551.9,Net Banking,Delivered,2238.82,0.3866,2024-04,2024,Q2,1,0,0
ORD001052,2024-10-07,CUST00005,Electronics,Smartwatch,East,Kolkata,Marketplace,3,14552.94,0.2,43658.81,34927.04,18678.9,Cash on Delivery,Delivered,16248.14,0.4652,2024-10,2024,Q4,1,0,0
ORD001053,2024-05-18,CUST00940,Fashion,Backpack,South,Chennai,Website,3,4506.67,0.15,13520.01,11492.01,9255.71,Credit Card,Cancelled,2236.3,0.1946,2024-05,2024,Q2,0,0,1
ORD001054,2024-09-10,CUST01135,Fashion,Backpack,South,Bengaluru,Website,2,3398.91,0.1,6797.82,6118.04,3673.98,Credit Card,Delivered,2444.06,0.3995,2024-09,2024,Q3,1,0,0
ORD001055,2024-03-08,CUST01539,Electronics,Bluetooth Speaker,North,Jaipur,Website,2,10947.51,0.2,21895.02,17516.01,11621.8,Debit Card,Delivered,5894.21,0.3365,2024-03,2024,Q1,1,0,0
ORD001056,2024-07-16,CUST00054,Fashion,T-Shirt,West,Pune,Website,3,4619.66,0.1,13858.99,12473.09,9404.52,UPI,Delivered,3068.57,0.246,2024-07,2024,Q3,1,0,0
ORD001057,2024-10-02,CUST00189,Fashion,Backpack,Central,Bhopal,Marketplace,4,1048.28,0.05,4193.13,3983.47,2624.13,Net Banking,Delivered,1359.34,0.3412,2024-10,2024,Q4,1,0,0
ORD001058,2025-04-19,CUST01212,Fashion,Backpack,Central,Bhopal,Website,2,536.85,0.0,1073.7,1073.7,863.47,Cash on Delivery,Delivered,210.23,0.1958,2025-04,2025,Q2,1,0,0
ORD001059,2024-01-25,CUST00497,Home & Kitchen,Coffee Maker,North,Chandigarh,Website,1,2758.63,0.05,2758.63,2620.7,2180.26,Cash on Delivery,Delivered,440.44,0.1681,2024-01,2024,Q1,1,0,0
ORD001060,2025-05-09,CUST01058,Beauty,Moisturizer,North,Delhi,Mobile App,1,2930.36,0.1,2930.36,2637.32,1501.46,Debit Card,Delivered,1135.86,0.4307,2025-05,2025,Q2,1,0,0
ORD001061,2024-05-07,CUST01043,Fashion,Sunglasses,Central,Nagpur,Mobile App,3,2166.12,0.05,6498.36,6173.44,5024.21,Debit Card,Delivered,1149.23,0.1862,2024-05,2024,Q2,1,0,0
ORD001062,2025-02-28,CUST01542,Home & Kitchen,Mixer Grinder,North,Chandigarh,Website,5,3790.16,0.05,18950.82,18003.28,10504.78,Net Banking,Returned,7498.5,0.4165,2025-02,2025,Q1,0,1,0
ORD001063,2024-09-16,CUST01293,Home & Kitchen,Air Fryer,West,Pune,Website,3,6290.47,0.05,18871.42,17927.85,12363.67,Cash on Delivery,Delivered,5564.18,0.3104,2024-09,2024,Q3,1,0,0
ORD001064,2025-06-17,CUST01310,Beauty,Moisturizer,North,Jaipur,Website,4,1825.5,0.0,7302.02,7302.02,4796.8,Debit Card,Delivered,2505.22,0.3431,2025-06,2025,Q2,1,0,0
ORD001065,2024-04-08,CUST00588,Electronics,Laptop Stand,South,Hyderabad,Mobile App,3,17637.92,0.05,52913.76,50268.07,41581.9,Cash on Delivery,Delivered,8686.17,0.1728,2024-04,2024,Q2,1,0,0
ORD001066,2024-02-28,CUST00077,Sports,Football,West,Pune,Website,2,620.1,0.15,1240.19,1054.16,631.85,Net Banking,Delivered,422.31,0.4006,2024-02,2024,Q1,1,0,0
ORD001067,2024-12-15,CUST00811,Electronics,Bluetooth Speaker,North,Chandigarh,Mobile App,5,13095.01,0.05,65475.04,62201.29,39403.54,Net Banking,Delivered,22797.75,0.3665,2024-12,2024,Q4,1,0,0
ORD001068,2024-01-29,CUST00463,Fashion,Backpack,North,Delhi,Website,5,2110.96,0.1,10554.8,9499.32,5965.52,Cash on Delivery,Delivered,3533.8,0.372,2024-01,2024,Q1,1,0,0
ORD001069,2024-07-10,CUST01379,Sports,Dumbbells,East,Kolkata,Website,5,6874.07,0.15,34370.33,29214.78,20534.06,Debit Card,Delivered,8680.72,0.2971,2024-07,2024,Q3,1,0,0
ORD001070,2025-02-05,CUST00488,Electronics,Bluetooth Speaker,Central,Nagpur,Website,2,3810.57,0.1,7621.14,6859.03,5367.7,Debit Card,Returned,1491.33,0.2174,2025-02,2025,Q1,0,1,0
ORD001071,2024-09-24,CUST00539,Electronics,Smartwatch,South,Chennai,Marketplace,3,11449.88,0.2,34349.63,27479.71,17632.52,Credit Card,Delivered,9847.19,0.3583,2024-09,2024,Q3,1,0,0
ORD001072,2024-10-29,CUST00969,Sports,Cricket Bat,North,Chandigarh,Mobile App,1,6381.4,0.1,6381.4,5743.26,4733.62,UPI,Delivered,1009.64,0.1758,2024-10,2024,Q4,1,0,0
ORD001073,2024-02-17,CUST01031,Beauty,Face Serum,North,Delhi,Website,2,1844.05,0.05,3688.1,3503.7,2833.39,Debit Card,Delivered,670.31,0.1913,2024-02,2024,Q1,1,0,0
ORD001074,2025-03-05,CUST00886,Beauty,Moisturizer,South,Chennai,Mobile App,3,2605.21,0.05,7815.64,7424.86,5022.77,Credit Card,Pending,2402.09,0.3235,2025-03,2025,Q1,0,0,0
ORD001075,2024-02-29,CUST01507,Home & Kitchen,Air Fryer,South,Bengaluru,Marketplace,1,2039.41,0.0,2039.41,2039.41,1474.24,Debit Card,Delivered,565.17,0.2771,2024-02,2024,Q1,1,0,0
ORD001076,2024-10-13,CUST01016,Beauty,Shampoo,West,Ahmedabad,Mobile App,4,2201.68,0.05,8806.73,8366.39,6925.3,Cash on Delivery,Delivered,1441.09,0.1722,2024-10,2024,Q4,1,0,0
ORD001077,2025-04-20,CUST01217,Electronics,Bluetooth Speaker,North,Jaipur,Marketplace,1,9298.2,0.05,9298.2,8833.29,5935.52,Debit Card,Delivered,2897.77,0.3281,2025-04,2025,Q2,1,0,0
ORD001078,2024-06-25,CUST00333,Sports,Football,West,Mumbai,Website,2,2789.16,0.15,5578.33,4741.58,3624.21,UPI,Delivered,1117.37,0.2357,2024-06,2024,Q2,1,0,0
ORD001079,2024-04-09,CUST00003,Sports,Football,South,Chennai,Website,3,3471.5,0.05,10414.51,9893.78,7414.08,UPI,Delivered,2479.7,0.2506,2024-04,2024,Q2,1,0,0
ORD001080,2025-06-12,CUST00570,Fashion,Backpack,North,Delhi,Mobile App,3,372.69,0.15,1118.06,950.35,542.91,UPI,Delivered,407.44,0.4287,2025-06,2025,Q2,1,0,0
ORD001081,2024-10-26,CUST01498,Beauty,Lip Balm,Central,Nagpur,Marketplace,2,2734.95,0.15,5469.9,4649.42,2844.95,UPI,Delivered,1804.47,0.3881,2024-10,2024,Q4,1,0,0
ORD001082,2024-11-17,CUST00295,Home & Kitchen,Air Fryer,Central,Indore,Website,5,5187.27,0.2,25936.35,20749.08,11321.29,Debit Card,Pending,9427.79,0.4544,2024-11,2024,Q4,0,0,0
ORD001083,2024-09-22,CUST01095,Home & Kitchen,Coffee Maker,West,Ahmedabad,Mobile App,3,961.46,0.1,2884.39,2595.95,1379.77,Cash on Delivery,Pending,1216.18,0.4685,2024-09,2024,Q3,0,0,0
ORD001084,2024-11-25,CUST00022,Home & Kitchen,Air Fryer,South,Bengaluru,Website,1,611.13,0.0,611.13,611.13,354.0,UPI,Delivered,257.13,0.4207,2024-11,2024,Q4,1,0,0
ORD001085,2024-08-05,CUST00574,Home & Kitchen,Water Bottle,West,Pune,Marketplace,5,8474.02,0.2,42370.09,33896.07,25720.49,Cash on Delivery,Delivered,8175.58,0.2412,2024-08,2024,Q3,1,0,0
ORD001086,2025-01-28,CUST00737,Electronics,Laptop Stand,Central,Nagpur,Website,1,16099.69,0.05,16099.69,15294.7,12061.13,Debit Card,Delivered,3233.57,0.2114,2025-01,2025,Q1,1,0,0
ORD001087,2025-03-27,CUST01588,Home & Kitchen,Water Bottle,North,Chandigarh,Mobile App,4,9122.39,0.05,36489.58,34665.1,24441.72,UPI,Delivered,10223.38,0.2949,2025-03,2025,Q1,1,0,0
